ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2012-04-08,47810636.49878119,42936157.65915082,53125138.431443386,47810636.49878119,47810641.788634636,121445.65207925456,121445.65207925456,121445.65207925456,121445.65207925456,121445.65207925456,121445.65207925456,0.0,0.0,0.0,47932082.15086044
2012-04-15,47820527.314425886,43456834.03355746,53372168.405150846,47820496.719254225,47820564.8269971,512945.1087636743,512945.1087636743,512945.1087636743,512945.1087636743,512945.1087636743,512945.1087636743,0.0,0.0,0.0,48333472.42318956
2012-04-22,47830418.13007058,42194784.52771366,52137001.38740853,47830341.86774003,47830501.99752958,-649997.0422773318,-649997.0422773318,-649997.0422773318,-649997.0422773318,-649997.0422773318,-649997.0422773318,0.0,0.0,0.0,47180421.08779325
2012-04-29,47840308.94571527,40603761.67555697,50505878.22623066,47840165.735467725,47840474.876535065,-2226973.788586115,-2226973.788586115,-2226973.788586115,-2226973.788586115,-2226973.788586115,-2226973.788586115,0.0,0.0,0.0,45613335.15712915
2012-05-06,47850199.76135997,40526488.13556917,50099085.18223357,47849984.08347399,47850463.73004924,-2628238.454978104,-2628238.454978104,-2628238.454978104,-2628238.454978104,-2628238.454978104,-2628238.454978104,0.0,0.0,0.0,45221961.30638187
2012-05-13,47860090.57700466,41306791.22011078,51086122.59242713,47859786.923956916,47860442.06739237,-1587064.70134757,-1587064.70134757,-1587064.70134757,-1587064.70134757,-1587064.70134757,-1587064.70134757,0.0,0.0,0.0,46273025.8756571
2012-05-20,47869981.39264936,42779354.04980164,52488655.54814056,47869578.87417505,47870423.16431041,-281040.478195379,-281040.478195379,-281040.478195379,-281040.478195379,-281040.478195379,-281040.478195379,0.0,0.0,0.0,47588940.91445398
2012-05-27,47879872.20829406,43086739.069376215,52831607.46211155,47879372.39906219,47880418.14707132,208536.59357155982,208536.59357155982,208536.59357155982,208536.59357155982,208536.59357155982,208536.59357155982,0.0,0.0,0.0,48088408.801865615
2012-06-03,47889763.02393875,43090056.98503834,53099317.67589456,47889131.82539466,47890438.1364329,72142.42730868155,72142.42730868155,72142.42730868155,72142.42730868155,72142.42730868155,72142.42730868155,0.0,0.0,0.0,47961905.45124743
2012-06-10,47899653.83958346,43007532.07277023,52922792.97547836,47898894.48963308,47900429.81119688,196142.9484474227,196142.9484474227,196142.9484474227,196142.9484474227,196142.9484474227,196142.9484474227,0.0,0.0,0.0,48095796.78803088
2012-06-17,47909544.65522815,43748573.27989985,53604500.557046555,47908663.2947527,47910442.55237605,785831.2618460149,785831.2618460149,785831.2618460149,785831.2618460149,785831.2618460149,785831.2618460149,0.0,0.0,0.0,48695375.917074166
2012-06-24,47919435.47087285,44066487.540113576,54337879.64043548,47918433.23354891,47920457.804110855,1073356.3212444969,1073356.3212444969,1073356.3212444969,1073356.3212444969,1073356.3212444969,1073356.3212444969,0.0,0.0,0.0,48992791.79211734
2012-07-01,47929326.28651754,43139053.032490164,53228807.14659777,47928200.9154308,47930482.31402289,418988.8131383006,418988.8131383006,418988.8131383006,418988.8131383006,418988.8131383006,418988.8131383006,0.0,0.0,0.0,48348315.09965584
2012-07-08,47939217.102162234,42435799.63957693,51924980.33324688,47937939.7104444,47940493.14742774,-761513.0949272602,-761513.0949272602,-761513.0949272602,-761513.0949272602,-761513.0949272602,-761513.0949272602,0.0,0.0,0.0,47177704.007234976
2012-07-15,47949107.91780693,41439844.05450985,51246384.12989094,47947689.80090237,47950505.53923142,-1494209.5081883152,-1494209.5081883152,-1494209.5081883152,-1494209.5081883152,-1494209.5081883152,-1494209.5081883152,0.0,0.0,0.0,46454898.409618616
2012-07-22,47958998.73345163,41530291.85241065,51078127.30898435,47957395.44745478,47960544.81428846,-1440136.0458138147,-1440136.0458138147,-1440136.0458138147,-1440136.0458138147,-1440136.0458138147,-1440136.0458138147,0.0,0.0,0.0,46518862.68763781
2012-07-29,47968889.54909632,41715877.28824691,51766583.27869154,47967146.420362175,47970584.189611465,-1148388.593703656,-1148388.593703656,-1148388.593703656,-1148388.593703656,-1148388.593703656,-1148388.593703656,0.0,0.0,0.0,46820500.955392666
2012-08-05,47978780.36474102,42242324.25334443,52191780.78856689,47976849.58636199,47980627.26601359,-1103353.852641818,-1103353.852641818,-1103353.852641818,-1103353.852641818,-1103353.852641818,-1103353.852641818,0.0,0.0,0.0,46875426.5120992
2012-08-12,47988671.18038572,42077550.12612535,51777151.86079944,47986520.821374744,47990682.02413783,-1011303.8668119396,-1011303.8668119396,-1011303.8668119396,-1011303.8668119396,-1011303.8668119396,-1011303.8668119396,0.0,0.0,0.0,46977367.313573785
2012-08-19,47998561.99603042,42805064.22288074,52257215.26421248,47996216.84216221,48000710.16450121,-415787.92852786876,-415787.92852786876,-415787.92852786876,-415787.92852786876,-415787.92852786876,-415787.92852786876,0.0,0.0,0.0,47582774.06750255
2012-08-26,48008452.81167512,43365654.96229075,53296897.429361895,48005928.59942837,48010782.500007324,237264.0607783669,237264.0607783669,237264.0607783669,237264.0607783669,237264.0607783669,237264.0607783669,0.0,0.0,0.0,48245716.87245348
2012-09-02,48018343.627319805,43249522.21022639,52594639.144399196,48015626.46773838,48020870.30179621,-219429.49118557724,-219429.49118557724,-219429.49118557724,-219429.49118557724,-219429.49118557724,-219429.49118557724,0.0,0.0,0.0,47798914.13613423
2012-09-09,48028234.4429645,41180320.271387056,50797135.414393485,48025311.43832992,48031003.033110656,-2181284.206853124,-2181284.206853124,-2181284.206853124,-2181284.206853124,-2181284.206853124,-2181284.206853124,0.0,0.0,0.0,45846950.23611138
2012-09-16,48038125.2586092,39107165.22781227,48332138.73879004,48035057.185639195,48041061.162767716,-4379693.789770034,-4379693.789770034,-4379693.789770034,-4379693.789770034,-4379693.789770034,-4379693.789770034,0.0,0.0,0.0,43658431.46883916
2012-09-23,48048016.074253894,38546157.379734345,48000865.21297533,48044778.16689829,48051138.38069883,-5026273.001080685,-5026273.001080685,-5026273.001080685,-5026273.001080685,-5026273.001080685,-5026273.001080685,0.0,0.0,0.0,43021743.07317321
2012-09-30,48057906.88989859,39421946.35143293,49078719.2483871,48054505.06461544,48061209.02739697,-3841900.454573244,-3841900.454573244,-3841900.454573244,-3841900.454573244,-3841900.454573244,-3841900.454573244,0.0,0.0,0.0,44216006.43532535
2012-10-07,48067797.70554329,40470520.618015654,50421055.26780341,48064213.38679027,48071332.69245872,-2443427.403120007,-2443427.403120007,-2443427.403120007,-2443427.403120007,-2443427.403120007,-2443427.403120007,0.0,0.0,0.0,45624370.30242328
2012-10-14,48077688.52118799,40888384.323325984,50275815.260768645,48073877.86010403,48081454.17128213,-2416339.898866762,-2416339.898866762,-2416339.898866762,-2416339.898866762,-2416339.898866762,-2416339.898866762,0.0,0.0,0.0,45661348.622321226
2012-10-21,48087579.33683269,40023752.73391904,49895261.99768227,48083573.76492555,48091537.07165112,-3341560.8590247612,-3341560.8590247612,-3341560.8590247612,-3341560.8590247612,-3341560.8590247612,-3341560.8590247612,0.0,0.0,0.0,44746018.477807924
